sen_a,sen_b,label
关于火车票的问题！,火车票怎么退？(返程票),0
尊严是什么意思,尊严的意思是什么,1
《小学教材全解》在哪里买,哪里卖《保险行销》那个杂志？,0
请问您当时操作时是使用的什么浏览器操作的？,请问您在操作的时候是使用的什么浏览器？,1
这个明星叫什么名字？,这明星叫什么名字,1
开电动汽车需要驾驶证吗,电动汽车需要驾驶证吗？,1
出勤率怎么算？,出勤率怎么算,1
女的去酒吧跳什么舞,酒吧有什么好的啊，,0
神雕侠侣好看吗？,盘龙好看吗？,0
怎么下载穿越火线,穿越火线怎么下载啊,1
北京798艺术区好玩吗？,798艺术区都常什么活动？,0
三年级的手抄报怎么写,三年级手抄报怎么做,1
淘宝网店怎样推广,才开始要要怎么推广淘宝网店,1
乌鸡的血是什么颜色？,乌鸡长什么颜色,0
这部漫画叫什么名字。,求这部漫画叫什么名字,1
怎么做好业务员,如何做好业务员,1
干豆角怎样吃,怎样晒姜豆角,0
梦见猫吃老鼠是什么意思,梦见老鼠咬到我了是什么意思吖,0
你这个小品的名字是什么？,这个小品叫什么名字,1
爱我袁姗姗,爱我，袁姗姗,1
如何写这篇作文?,怎么写啊这篇作文？,1
梦幻西游找师傅，灵隐寺的,跪求梦幻西游灵隐寺物价，给分,0
除了京东还有哪个商城是货到付款,京东买手机坏了哪里修,0
动车和高铁的区别是什么,高铁和动车有什么区别~了,1
请问您的这个银行卡是绑定了支付宝的吗？,签约、修改、解除绑定的入口都在合作商户的网站上。,0
疝气是什么？,疝气看什么科,0
初一数学！计算题,初一数学上计算题,1
用去掉一笔是什么字,云去掉一笔是什么字,0
为什么刷牙的时候会出血,为什么我早上刷牙刷舌头的时候，会吐出血?,1
这个是哪个舰娘，求名字,求这个舰娘的名字,1
谁知道这双鞋子是什么牌子的啊、,谁知道这双鞋子是什么牌子,1
桃花是什么颜色,桃花都有什么颜色,1
高一必修一数学集合！,高一数学必修一集合,1
我是一个没故事的人,关于一个贴吧的故事,0
这样是请您提供一下您的姓名，电话，身份证后8位，您的邮箱的，辛苦您了。,请您提供您的港澳台居民大陆通行证的号码给我。给您核实，辛苦您,0
微信上如何删除评论,微信怎么删除别人评论,1
喇叭的喇怎么写,喇叭袖怎么织,0
雨丝像什么,一什么雨丝,0
逆战激光剑怎么得,逆战激光剑怎样登陆,0
怎么用电脑玩天天酷跑？,电脑怎么玩天天酷跑,1
求一个综艺节目,找一个综艺节目！,1
苦瓜如何晒干,怎样晒干苦瓜,1
请问您是在操作银行卡认证时显示身份信息不一致吗？,请问您操作绑定的时候提示身份信息与银行卡信息不一致的吗？,0
我当阴阳先生那几年,我当阴阳先生的哪几年,1
其马将胡骏马而归的将是什么意思,其马将胡骏马而归是什么意思?,0
这个日本人是谁,这个日本女的叫什么？,1
怎么做海外代购,怎样海外代购啊？,1
谁能给我一个西普大陆好号,给我一个西普大陆的号有50个100的,0
现在最火的手机铃声是什么呢,现在最火的手机铃声是什么?,1
安徽简称什么,什么是安徽的简称,1
为什么桌面图标变成这样？,为什么桌面图标变成白色的了,1
中国海洋大学2014年硕士研究生招生指定参考书目,中国海洋大学鱼山校区2014年寒假封校吗,0
尊敬地看是什么看的词语,聚精会神地看是什么词语,0
距离2015年临床执业助理医师考试还有几天,临床执业医师考试每题多少分？,0
求郭德纲一段相声的名字,求郭德纲相声的名字,1
您好，我是云小二，很高兴为您服务呢，请详细说明下您的问题哦，谢谢！、,您好，我是云小二，很高兴为您服务呢，请详细说明下您的问题，谢谢！,1
聚来宝是什么,一、什么是聚来宝？,1
有什么好的润喉药？,治疗湿疹的最好方法是什么呀,0
死神中最强的人是谁？,死神破面中最强的是谁,0
草字头与什么有关,草字头加那是什么字,0
《天魔黑兔》第二季什么时候出？,《魔鬼恋人》第二季什么时候出？,0
水晶之恋spa是什么意思,55是什么意思,0
读书手抄报的内容,有关读书的手抄报内容,1
人死后真的有灵魂吗,人死后真的还有灵魂吗？,1
急求汽车制造专业毕业论文题目,汽车专业的毕业论文,0
什么是运动内衣？,什么是运动内衣?,1
武汉哪里的热干面最好吃。,大家来说说郑州哪家烩面最好吃,0
郑大自考实践课一年能考几次,郑大自考本科全日制,0
一句话证明你很牛逼,一句话证明自己丑,0
什么软件下载电视剧好,甄嬛传电视剧从什么软件能下载,0
求这头像大图,谁有这头像的大图,1
"全球排名前十位的运动\休闲品牌服装,有那些?",休闲服装和运动服装有什么不同啊?,0
山东大学兴隆山校区附近有什么娱乐设施？,山东大学兴隆山校区附近有什么旅馆,0
珍珠疹怎么治疗？,珍珠疹怎么治疗,1
大闹五台山的人是谁,凤凰传奇里的人是夫妻吗？,0
你是什么退款,你是什么的退款,1
妹妹给哥哥送什么生日礼物好,妹妹送哥哥什么生日礼物好,1
武汉大学网络教育怎么样,武汉大学网络教育怎么样？,1
天天酷跑现在哪个人物最好?,天天酷跑中哪个人物最好,1
住房公积金可以贷款买车吗,住房公积金能贷款买车吗,1
电影篮球宝贝讲的是什么,篮球宝贝需要什么条件,0
怎么才能减掉大肚子,大肚子怎么减掉啊？好难啊。,1
韵哒快递五一放假吗,顺丰快递放假吗,0
下载什么播放器可以看湖南卫视直播,什么播放器可以看湖南卫视,0
逆战战队赛怎么？,逆战战队怎么混,0
秋天的树叶是什么颜色？,秋天的树叶都有什么颜色？,0
我的世界怎么联机,我的世界我联机时为什么是这样,0
798艺术区的具体位置,798艺术区地址,1
喝苹果醋减肥吗,苹果醋片减肥吗，有谁吃过,0
武则天范冰冰版什么时候上映？,范冰冰武则天什么时候上映？,1
三国杀挂机脚本,太阳神三国杀LUA脚本错误,0
座便马桶堵了怎么疏通,马桶堵了如何将疏通铁丝插入管道内,0
你是我的小苹果，是谁唱的,你是我的小呀小苹果是谁唱的，题目叫啥,1
送女朋友什么礼物好？能自己做的,送女朋友送伞和鞋是什么意思？,0
一个人喜欢你是什么眼神,一个人喜欢你有什么表现,1
什么的春雨,什么的春雨？,1
情人节适合听什么歌？,情人节适合吃什么,0
建议您换一个时间再试哦,这个建议您是更换时间段或者是在其他店铺购买。,0
飞黄腾达属什么生肖,一生一世月老牵跟生肖有关,0
怎样证明我们都还活着，,怎么证明我们还活着，,1
有网络警察吗？,网络警察怎么找,1
手机短信误删怎么恢复,手机短信误删了，怎么恢复？,1
合肥传销在哪,合肥传销点在哪,1
怎么网上报名？,怎样在网上报名,1
黄金哪里买便宜,哪里买黄金最便宜,1
适合老年人玩的游戏,适合老年人的游戏有哪些,1
最挣钱的工作是什么？,做什么工作挣钱？,1
她妈妈不喜欢我,你们猜我为什么不喜欢我的妈妈,0
手机怎样控制电脑,手机怎么控制电脑,1
糖尿病人什么不能吃？,吃螃蟹不能吃什么？,0
中考成绩怎么查询,中考成绩怎样查询,1
屹立的近义词是什么,屹立的近义词是什么？,1
如何邀请好友加入微信群,凤凰微博邀请码,0
新浪博客的问题,新浪博客问题,1
怎么向老板要工资。,怎么向老板要工资？,1
求我家的乌龟是什么品种？,"我家的乌龟是什么什么品种的,吃些什么，",1
我的梦，中国梦手抄报怎么做,我的梦中国梦手抄报怎么做,1
哪里能买到射钉弹,哪里能买到射钉枪,0
憋尿有什么坏处,吃鱼有什么坏处,0
不是的，账户都是有登录密码和支付密码的,您可以登陆您的支付宝账户，在账户设置，找回支付密码找回账户的支付密码的。,0
哪个音乐播放器可以免费下载无损音乐？,什么音乐播放器可以免费下载无损品质的音乐,1
两个裸体男人坐在一块石头上(打一成语),一男人一丝不挂坐在一个大石头上(打一成语),0
这个银行卡只可以绑定在2个账户的，您的这个银行卡有没有绑定在其他的账户？,请问您现在操作绑定还是在之前删除的账户绑定呢还是在其他的账户操作绑定呢？,0
叫字换一笔是什么字？,严这个字的偏旁和结构分别是什么,0
吃什么脸上长肉,吃什么使脸上长肉,1
铠甲勇士之帝皇侠在那看,铠甲勇士之帝皇侠！,1
穿越火线怎样刷英雄级武器？,穿越火线怎样卡英雄武器？,1
王泽宇和陈佩雯什么关系？,陈佩雯和王泽宇什么关系,1
建议您在手机端操作尝试一下,建议您尝试在电脑端去操作一下，在支付宝的账户通里面去添加一下,0
飞机头发型怎么剪,怎么样把短刘海弄贴在额头上,0
夏天男生穿什么袜子好？,男生夏天都穿什么袜子？,1
怎样提升店铺业绩,店铺如何提升业绩,1
十五个吊桶打水的下一句歇后语是什么,歇后语十五个吊桶打水的下一句是什么,1
哪里有外贸童装批发的,哪里有批发外贸童装的,1
关于泰拳的电影,求林正英的僵尸片？,0
邓紫棋都有哪些好听的歌？,邓紫棋有哪些好听的歌,1
淘宝怎么注销,怎样注销淘宝,1
表示的意思是什么,什么字意思表示大,0
全友家私的床,你在全友家私,0
英雄联盟有单机版么,英雄联盟有单机版吗？,1
我想查询我驾驶证违章记录,我想查询驾驶证违章记录,1
求大神告诉我他的名字,求大神告诉我她名字,0
怎样切辣椒丝,如何做辣椒饼,0
有谁知道这是什么植物吗？,谁知道这是什么植物,1
微店怎么进货？,微店进货怎么进,1
计算机考研难吗？中科大的计算机怎么样？,计算机四级与计算机考研哪个难？,0
除了人，什么动物会流泪？,动物流泪一般是为了什么,0
昨天更新部落冲突然后进度全没了，怎么办,部落冲突更新没有账号怎么办,0
魅族手机好不好？,魅族手机好不好,1
难分难解什么生肖,难分难解是什么生肖,1
怎样快速升级,贴吧怎么能快速升级,0
枪神纪怎么退出军团？,枪神纪怎么邀请别人进军团,0
山西籍著名女歌手有谁,山西籍著名女歌手都是谁,1
环卫工人默默无闻的精神像什么,人们常用什么来比喻工人,0
科比厉害吗?,姚明到底厉不厉害啊,0
为什么我的微信摇不到人,为什么我的微信摇不到附近的人,1
皖是那里的简称？,渝是哪里的简称？,0
视频中的歌曲是什么？,视频里的歌曲是什么歌曲,1
你听过世界上最搞笑的名字是.,世界上最搞笑的动漫叫什么名字？,0
答题有奖，求过程,答题有奖。求过程,1
请问图片中的植物是什么？,请问这图片上的是什么植物？,1
求韩国的一部电影,求韩国的一部电影名,1
非主流图片一般打什么字,一般地看叫什么看两个字,0
征途装备绑错怎么改,征途的装备怎么拆和和,0
步步惊情在哪里能看全集,在哪可以看步步惊情全集呀？,1
清末民国初年中国十大武术高手分别是？,中国近代十大武术家是哪些人？,0
联手机怎么解锁,手机怎么解锁,0
您好，请问您是想操作修改银行卡的姓名吗？,建议您核对转卡姓名与银行开户姓名。,0
汽车票能提前几天买啊,汽车票可以提前几天买啊,1
最大的手是什么？(打一成语),什么手最大，打一成语？,1
这表情是什么意思,这个表情是什么意思？,1
怎么代理天使之魅面膜？,天使之魅面膜怎么代理？,1
纸老虎打一成语,纸老虎。打一成语,1
女朋友跟我说爱我的你什麽意思,女朋友问我在吗什么意思,0
英国的代表动物是什么？,什么动物是细心的代表？,0
小兔子学游泳的故事说明什么道理?,兔子不会游泳的英语作文,0
麻烦您说具体点，我才好帮您解决问题，谢谢,您好，亲爱的客户，谢谢给小二服务您的机会，麻烦您说一下您的问题，谢谢您。,0
摩尔庄园什么天使较好,摩尔庄园的好名字,0
【误】是什么意思,【嫌边】是什么意思？,0
蕾丝是什么意思,梦蕾丝什么意思,0
世界上真的有僵尸吗,世界真的有僵尸吗,1
GTA圣安第列斯玩不了~,狭盗车手5圣安第列斯>为什么一作任务就死机?,0
描写神态的词语,神态描写的词语。,1
化妆品名,公司名翻译,0
腹肌怎么练,怎么练腹肌？,1
这部电影名字谁知道？,谁知道这部电影的名字,1
橙色配什么颜色好看啊,什么颜色橙色搭配好看,1
空间设置权限怎么进去,怎样去看别人空间设置的权限怎么能进去,1
哪个经纪公司在招童星,杭州期货配资找什么样的公司好？,0
第一台计个人计算机多少钱?,妇联计算机培训多少钱,0
